rank,uri,artist_names,artist_names_1,artist_names_2,artist_names_3,artist_names_4,artist_names_5,artist_names_6,artist_names_7,artist_names_8,artist_names_9,artist_names_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,season,month,week
128,spotify:track:48zFZh27QU5qsrBjn4C2FA,"Ozuna, Manuel Turizo",Ozuna,Manuel Turizo,,,,,,,,,Vaina Loca,VP Records Corp/Dimelo Vi,69,129,7,1994404,Autumn,October,1
129,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,Kendrick Lamar,,,,,,,,,,HUMBLE.,Aftermath,1,130,80,1990457,Autumn,October,1
130,spotify:track:7rC5Pl8rQSX4myONQHYPBK,Drake,Drake,,,,,,,,,,Mob Ties,Cash Money/Drake LP6,6,121,15,1988073,Autumn,October,1
131,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,"Post Malone, Nicki Minaj",Post Malone,Nicki Minaj,,,,,,,,,Ball For Me (feat. Nicki Minaj),Republic Records,9,132,24,1986669,Autumn,October,1
132,spotify:track:2hnxrRNzF74mdDzpQZQukQ,"Lauv, Julia Michaels",Lauv,Julia Michaels,,,,,,,,,There's No Way,Lauv,132,160,2,1983813,Autumn,October,1
133,spotify:track:2u7mxWSeoqTXndK5e08jMp,"Lil Skies, Landon Cube",Lil Skies,Landon Cube,,,,,,,,,Nowadays (feat. Landon Cube),All We Got Ent.,30,134,41,1983009,Autumn,October,1
134,spotify:track:2DnH4XlEkghUdE8ymdVom5,Lil Wayne,Lil Wayne,,,,,,,,,,Open Letter,"Young Money Records, Inc.",21,21,2,1982273,Autumn,October,1
135,spotify:track:0At2qAoaVjIwWNAqrscXli,Ella Mai,Ella Mai,,,,,,,,,,Boo'd Up,10 Summers / Interscope PS,26,131,22,1975248,Autumn,October,1
136,spotify:track:6xtcFXSo8H9BZN637BMVKS,Rita Ora,Rita Ora,,,,,,,,,,Let You Love Me,Atlantic Records UK,136,-1,1,1973546,Autumn,October,1
137,spotify:track:32lItqlMi4LBhb4k0BaSaC,Post Malone,Post Malone,,,,,,,,,,Candy Paint,Republic Records,4,135,73,1956154,Autumn,October,1
138,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,Famous Dex,Famous Dex,,,,,,,,,,JAPAN,300 Entertainment,12,133,30,1952521,Autumn,October,1
139,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Travis Scott,,,,,,,,,,goosebumps,Epic/Grand Hustle,16,139,94,1934694,Autumn,October,1
140,spotify:track:1R0Ig5KYrSGWvIoPzY4T3l,Juice WRLD,Juice WRLD,,,,,,,,,,Black & White,Juice WRLD Mixtape / ISR P&D,140,196,17,1921478,Autumn,October,1
141,spotify:track:0kCBorRrKZkSztd9m0QI3r,"Young Thug, Young Stoner Life, Gunna, Lil Baby",Young Thug,Young Stoner Life,Gunna,Lil Baby,,,,,,,Chanel (Go Get It) [feat. Gunna & Lil Baby],300 Entertainment/Atl,50,148,8,1913435,Autumn,October,1
142,spotify:track:3qN5qMTKyEEmiTZD38BNTT,Drake,Drake,,,,,,,,,,I'm Upset,Cash Money/Drake LP6,4,128,20,1912387,Autumn,October,1
143,spotify:track:3BUWNzPWz2mDbptZmGEXpB,Lil Wayne,Lil Wayne,,,,,,,,,,Let It All Work Out,"Young Money Records, Inc.",38,38,2,1906641,Autumn,October,1
144,spotify:track:1CDVadnneswMxi6gBqJTtC,Twenty One Pilots,Twenty One Pilots,,,,,,,,,,Legend,Fueled By Ramen,144,-1,1,1889780,Autumn,October,1
145,spotify:track:40oKW22ZNNkEdZLJTScaQI,"Kodak Black, XXXTENTACION",Kodak Black,XXXTENTACION,,,,,,,,,Roll in Peace (feat. XXXTENTACION),Atlantic Records,24,143,59,1884335,Autumn,October,1
146,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",Zedd,Maren Morris,Grey,,,,,,,,The Middle,UMGRI Interscope,7,140,37,1883687,Autumn,October,1
147,spotify:track:74iZuPGwyL33VlTr6jTnab,Lady Gaga,Lady Gaga,,,,,,,,,,Always Remember Us This Way,A Star is Born OST,147,-1,1,1869604,Autumn,October,1
148,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,YNW Melly,,,,,,,,,,Murder On My Mind,P2018,123,161,3,1861658,Autumn,October,1
149,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Selena Gomez,,,,,,,,,,Back To You - From 13 Reasons Why ‚Ai Season 2 Soundtrack,UMGRI Interscope,19,137,22,1842283,Autumn,October,1
150,spotify:track:6xcJyGpfZbuuiequtnlKt4,Travis Scott,Travis Scott,,,,,,,,,,BUTTERFLY EFFECT,Cactus Jack / Epic / Grand Hustle,9,147,73,1832074,Autumn,October,1
151,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,"Migos, Drake",Migos,Drake,,,,,,,,,Walk It Talk It,"Quality Control Music, LLC",6,145,37,1814387,Autumn,October,1
152,spotify:track:4T7cJdrTRqOBESPYfvfj2x,"Lil Baby, Gunna, Young Thug",Lil Baby,Gunna,Young Thug,,,,,,,,My Jeans (Lil Baby & Gunna feat. Young Thug),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",152,-1,1,1806950,Autumn,October,1
153,spotify:track:5gQcxYXqnofyocKgEbGYKt,YBN Nahmir,YBN Nahmir,,,,,,,,,,Bounce Out With That,2018,30,154,36,1791730,Autumn,October,1
154,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,Khalid,,,,,,,,,,Location,"Right Hand Music Group, LLC/RCA Records",9,156,93,1772877,Autumn,October,1
155,spotify:track:3ZhTT6yjZwpPph5MIJ53XY,"Lil Skies, Landon Cube",Lil Skies,Landon Cube,,,,,,,,,Red Roses (feat. Landon Cube),All We Got Ent.,38,153,41,1764351,Autumn,October,1
156,spotify:track:28FGV3ORH14MYORd7s5dlU,"Eminem, Royce Da 5'9""",Eminem,"Royce Da 5'9""",,,,,,,,,Not Alike (feat. Royce Da 5'9),Aftermath,7,126,6,1757476,Autumn,October,1
157,spotify:track:0dSIrRkA4PadGll16TgbnV,"Famous Dex, A$AP Rocky",Famous Dex,A$AP Rocky,,,,,,,,,PICK IT UP (feat. A$AP Rocky),300 Entertainment,14,157,50,1754245,Autumn,October,1
158,spotify:track:58QhkbaAkLFnn7JwAnAato,Eminem,Eminem,,,,,,,,,,Fall,Aftermath,9,125,6,1753328,Autumn,October,1
159,spotify:track:1gm616Plq4ScqNi7TVkZ5N,The Weeknd,The Weeknd,,,,,,,,,,Call Out My Name,Universal Republic Records,1,149,28,1744477,Autumn,October,1
160,spotify:track:1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Imagine Dragons,,,,,,,,,,Thunder,Kid Ina Korner / Interscope,21,165,76,1738293,Autumn,October,1
161,spotify:track:2bSk87AVkCIIC3Bcligq1z,"Lil Baby, Gunna, Lil Uzi Vert",Lil Baby,Gunna,Lil Uzi Vert,,,,,,,,Life Goes On,"Quality Control Music, LLC",105,177,21,1735350,Autumn,October,1
162,spotify:track:42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,,,,,,,,,,Tequila,Warner Records,60,167,32,1727956,Autumn,October,1
163,spotify:track:5HCXMBxZIVaVLXpyoqPM3g,Twenty One Pilots,Twenty One Pilots,,,,,,,,,,Leave the City,Fueled By Ramen,163,-1,1,1718199,Autumn,October,1
164,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Dan + Shay,,,,,,,,,,Speechless,Warner Records,151,172,10,1705072,Autumn,October,1
165,spotify:track:6f5i916F3jU6BhOOD7iGqf,"MadeinTYO, A$AP Ferg",MadeinTYO,A$AP Ferg,,,,,,,,,Ned Flanders (feat. A$AP Ferg),Commission/BMG,84,150,13,1701743,Autumn,October,1
166,spotify:track:0ubdf6zWT1It2saK41SkO0,Lil Wayne,Lil Wayne,,,,,,,,,,Problems,"Young Money Records, Inc.",26,26,2,1701474,Autumn,October,1
167,spotify:track:1jzOG0T6JjvaOoHgzl91Nd,Gunna,Gunna,,,,,,,,,,Style Stealer (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",167,-1,1,1699863,Autumn,October,1
168,spotify:track:43TP6JCWXgkc2D7Xjz5hBr,Machine Gun Kelly,Machine Gun Kelly,,,,,,,,,,RAP DEVIL,Bad Boy / Interscope,52,120,5,1695848,Autumn,October,1
169,spotify:track:6jreFSOTUAViWjKyzOC4Kg,Alesso,Alesso,,,,,,,,,,REMEDY,0.931944444,65,118,5,1690315,Autumn,October,1
170,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Imagine Dragons,,,,,,,,,,Believer,Kid Ina Korner / Interscope,11,169,88,1683741,Autumn,October,1
171,spotify:track:04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,Bebe Rexha,,,,,,,,,,I'm a Mess,Warner Bros.,74,158,16,1683629,Autumn,October,1
172,spotify:track:3ngc7rGlfeFaskU90EWl4R,Lauren Daigle,Lauren Daigle,,,,,,,,,,You Say,Centricity Music/Warner Records,138,142,3,1673211,Autumn,October,1
173,spotify:track:52okn5MNA47tk87PeZJLEL,NF,NF,,,,,,,,,,Let You Down,NF Real Music,11,184,54,1669876,Autumn,October,1
174,spotify:track:2BJSMvOGABRxokHKB0OI8i,"Playboi Carti, Lil Uzi Vert",Playboi Carti,Lil Uzi Vert,,,,,,,,,Shoota (feat. Lil Uzi Vert),AWGE Label,27,176,22,1663354,Autumn,October,1
175,spotify:track:0ibOcbkp2XG46Do8jcy0bL,"Smokepurpp, Lil Pump",Smokepurpp,Lil Pump,,,,,,,,,Nephew (feat. Lil Pump),Alamo,82,152,11,1653726,Autumn,October,1
176,spotify:track:7HLglWbzDheHZ3VZUbxGLC,"Lil Baby, Gunna",Lil Baby,Gunna,,,,,,,,,Seals Pills (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",176,-1,1,1646694,Autumn,October,1
177,spotify:track:7EgI0dCaQuHFe3OTj5EpWI,Lil Wayne,Lil Wayne,,,,,,,,,,Open Safe,"Young Money Records, Inc.",34,34,2,1645165,Autumn,October,1
178,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,"Loud Luxury, Brando",Loud Luxury,Brando,,,,,,,,,Body,Armada Music,26,163,17,1638541,Autumn,October,1
179,spotify:track:1BuZAIO8WZpavWVbbq3Lci,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",Rae Sremmurd,Swae Lee,Slim Jxmmi,Juicy J,,,,,,,Powerglide (feat. Juicy J) - From SR3MM,Mike WiLL Made-It,17,164,32,1632742,Autumn,October,1
180,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,Kane Brown,Kane Brown,,,,,,,,,,Heaven,RCA Records Label Nashville,60,171,39,1627364,Autumn,October,1
181,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,Lil Baby,Lil Baby,,,,,,,,,,Freestyle,Quality Control Music (Caroline),164,-1,2,1626471,Autumn,October,1
182,spotify:track:51rXHuKN8Loc4sUlKPODgH,"Jay Rock, Kendrick Lamar, Future, James Blake",Jay Rock,Kendrick Lamar,Future,James Blake,,,,,,,"King's Dead (with Kendrick Lamar, Future & James Blake)",Black Panther (TDE/DMG) PS,7,182,39,1621422,Autumn,October,1
183,spotify:track:5s6pKnF3ZPtuqvEx1i1V7U,Lil Wayne,Lil Wayne,,,,,,,,,,Hittas,"Young Money Records, Inc.",30,30,2,1620408,Autumn,October,1
184,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Luke Combs,,,,,,,,,,Beautiful Crazy,River House Artists/Columbia Nashville,129,175,20,1618512,Autumn,October,1
185,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,21 Savage,21 Savage,,,,,,,,,,Bank Account,"Slaughter Gang, LLC/Epic Records",1,186,66,1615234,Autumn,October,1
186,spotify:track:1co0puPTYvqAdUEjFOjne9,Florida Georgia Line,Florida Georgia Line,,,,,,,,,,Simple,BMLG Records,56,144,19,1606255,Autumn,October,1
187,spotify:track:1rfofaqEpACxVEHIZBJe6W,"Camila Cabello, Young Thug",Camila Cabello,Young Thug,,,,,,,,,Havana (feat. Young Thug),Syco Music/Epic,2,188,62,1606114,Autumn,October,1
188,spotify:track:55GiOwtxNajXVbpjjIzMnD,Tyga,Tyga,,,,,,,,,,SWISH,Last Kings Music / EMPIRE,32,166,11,1602962,Autumn,October,1
189,spotify:track:41zXlQxzTi6cGAjpOXyLYH,Billie Eilish,Billie Eilish,,,,,,,,,,idontwannabeyouanymore,Darkroom,138,178,13,1601546,Autumn,October,1
190,spotify:track:5tz69p7tJuGPeMGwNTxYuV,"Logic, Alessia Cara, Khalid",Logic,Alessia Cara,Khalid,,,,,,,,1-800-273-8255,Def Jam Recordings,1,180,76,1588446,Autumn,October,1
191,spotify:track:1Dk3CfJEtqvj7Xg2AWwfEn,Lil Wayne,Lil Wayne,,,,,,,,,,Took His Time,"Young Money Records, Inc.",35,35,2,1587640,Autumn,October,1
192,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA",Kendrick Lamar,SZA,,,,,,,,,All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,185,40,1587539,Autumn,October,1
193,spotify:track:0wbnC9AUenxp613TYaJsGK,Migos,Migos,,,,,,,,,,Narcos,"Quality Control Music, LLC",3,174,32,1579645,Autumn,October,1
194,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Daniel Caesar,H.E.R.,,,,,,,,,Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,160,192,19,1576791,Autumn,October,1
195,spotify:track:2UVbBKQOdFAekPTRsnkzcf,Migos,Migos,,,,,,,,,,Stir Fry,"Quality Control Music, LLC",2,179,42,1564807,Autumn,October,1
196,spotify:track:7vGuf3Y35N4wmASOKLUVVU,"Marshmello, Khalid",Marshmello,Khalid,,,,,,,,,Silence,Joytime Collective/RCA Records,10,195,57,1563748,Autumn,October,1
197,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,"Lil Uzi Vert, Oh Wonder",Lil Uzi Vert,Oh Wonder,,,,,,,,,The Way Life Goes (feat. Oh Wonder),Generation Now/Atlantic,8,190,59,1558095,Autumn,October,1
198,spotify:track:4vaxvNDaLSoD36iZX515ug,Lil Xan,Lil Xan,,,,,,,,,,Betrayed,Columbia,23,187,52,1558041,Autumn,October,1
199,spotify:track:0chpIFSjgfd1CPrAxM7PWp,Lil Skies,Lil Skies,,,,,,,,,,No Rest,All We Got Ent.,105,181,8,1552957,Autumn,October,1
200,spotify:track:3qnoOm4fwZPBS116f5hpgF,Kanye West,Kanye West,,,,,,,,,,All Mine,"Getting Out Our Dreams, Inc./Def Jam Recordings",1,155,19,1552666,Autumn,October,1
1,spotify:track:7l3E7lcozEodtVsSTCkcaA,"Kodak Black, Offset, Travis Scott",Kodak Black,Offset,Travis Scott,,,,,,,,ZEZE (feat. Travis Scott & Offset),Atlantic Records,1,-1,1,16742039,Autumn,October,2
2,spotify:track:116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",Bad Bunny,Drake,,,,,,,,,MIA (feat. Drake),OVO Sound/Warner Records,2,-1,1,12325911,Autumn,October,2
3,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Lil Baby,Gunna,,,,,,,,,Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,1,5,10370551,Autumn,October,2
4,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Sheck Wes,,,,,,,,,,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,4,4,12,9558873,Autumn,October,2
5,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,Travis Scott,,,,,,,,,,SICKO MODE,Cactus Jack / Epic / Grand Hustle,1,2,11,8946445,Autumn,October,2
6,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Halsey,,,,,,,,,,Without Me,Capitol Records,6,11,2,8059176,Autumn,October,2
7,spotify:track:4w8niZpiMy6qz1mntFA5uM,"DJ Snake, Selena Gomez, Ozuna, Cardi B",DJ Snake,Selena Gomez,Ozuna,Cardi B,,,,,,,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake Music Productions Limited, under exclusive license to Geffen Records",7,12,3,7894134,Autumn,October,2
8,spotify:track:0s3nnoMeVWz3989MkNQiRf,Juice WRLD,Juice WRLD,,,,,,,,,,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,7,24,7651838,Autumn,October,2
9,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Marshmello,Bastille,,,,,,,,,Happier,Astralwerks,8,8,9,7406367,Autumn,October,2
10,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,"Lil Baby, Gunna, Drake",Lil Baby,Gunna,Drake,,,,,,,,"Never Recover (Lil Baby & Gunna, Drake)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",3,3,2,7168138,Autumn,October,2
11,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Lady Gaga,Bradley Cooper,,,,,,,,,Shallow,A Star is Born OST,11,22,3,6847180,Autumn,October,2
12,spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,"Lil Peep, XXXTENTACION",Lil Peep,XXXTENTACION,,,,,,,,,Falling Down - Bonus Track,Columbia,1,10,5,6732241,Autumn,October,2
13,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,XXXTENTACION,,,,,,,,,,Moonlight,"Bad Vibes Forever, LLC",3,13,31,6554874,Autumn,October,2
14,spotify:track:3edzl4zvKFi0D3iuF6cs2f,"Quavo, 21 Savage",Quavo,21 Savage,,,,,,,,,PASS OUT (feat. 21 Savage),Quality Control Music/Motown Records/Capitol Records,14,-1,1,6365102,Autumn,October,2
15,spotify:track:4S8d14HvHb70ImctNgVzQQ,"Kanye West, Lil Pump",Kanye West,Lil Pump,,,,,,,,,I Love It (& Lil Pump),"Getting Out Our Dreams, Inc./Def Jam Recordings",1,6,6,6302058,Autumn,October,2
16,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,XXXTENTACION,,,,,,,,,,SAD!,"Bad Vibes Forever, LLC",1,14,33,6269116,Autumn,October,2
17,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Drake,,,,,,,,,,Nonstop,Cash Money/Drake LP6,1,17,16,5934770,Autumn,October,2
18,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,"Lil Wayne, Kendrick Lamar",Lil Wayne,Kendrick Lamar,,,,,,,,,Mona Lisa (feat. Kendrick Lamar),"Young Money Records, Inc.",1,5,3,5861376,Autumn,October,2
19,spotify:track:2E124GmJRnBJuXbTb4cPUB,"6ix9ine, Nicki Minaj, Murda Beatz",6ix9ine,Nicki Minaj,Murda Beatz,,,,,,,,FEFE,"Scumgang Records/TenThousand Projects, LLC",2,15,13,5853692,Autumn,October,2
20,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,Khalid,Khalid,,,,,,,,,,Better,"Right Hand Music Group, LLC/RCA Records",12,18,5,5731473,Autumn,October,2
21,spotify:track:04MLEeAMuV9IlHEsD8vF6A,"French Montana, Drake",French Montana,Drake,,,,,,,,,No Stylist (feat. Drake),Epic,21,36,4,5625835,Autumn,October,2
22,spotify:track:1jQvUmf16VE9WQCPuK2e8K,"6ix9ine, Bobby Shmurda",6ix9ine,Bobby Shmurda,,,,,,,,,STOOPID,"Scumgang Records/TenThousand Projects, LLC",9,9,2,5620111,Autumn,October,2
23,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Post Malone,,,,,,,,,,Better Now,Republic Records,1,23,25,5387979,Autumn,October,2
24,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,"Gucci Mane, Bruno Mars, Kodak Black",Gucci Mane,Bruno Mars,Kodak Black,,,,,,,,Wake Up in the Sky,Guwop Enterprises/Atlantic,6,24,5,5229420,Autumn,October,2
25,spotify:track:15kQGEy89K8deJcZVFEn0N,"The Chainsmokers, Kelsea Ballerini",The Chainsmokers,Kelsea Ballerini,,,,,,,,,This Feeling,Disruptor Records/Columbia,25,28,4,5126602,Autumn,October,2
26,spotify:track:0d2iYfpKoM0QCKvcLCkBao,"benny blanco, Halsey, Khalid",benny blanco,Halsey,Khalid,,,,,,,,Eastside (with Halsey & Khalid),Benny Blanco Solo Album PS,10,26,14,4919442,Autumn,October,2
27,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Lil Baby,Drake,,,,,,,,,Yes Indeed,"Quality Control Music, LLC",2,27,23,4831130,Autumn,October,2
28,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,Drake,Drake,,,,,,,,,,In My Feelings,Cash Money/Drake LP6,1,25,16,4727993,Autumn,October,2
29,spotify:track:7d6XJZjnm7iWcKwYL9z5kC,Lil Mosey,Lil Mosey,,,,,,,,,,Noticed,Mogul Vision/Interscope Records,20,20,9,4710929,Autumn,October,2
30,spotify:track:5IaHrVsrferBYDm0bDyABy,"Tyga, Offset",Tyga,Offset,,,,,,,,,Taste (feat. Offset),Last Kings Music / EMPIRE,4,29,22,4560723,Autumn,October,2
31,spotify:track:0Fpen1PTuEnCmOJtUU9Iud,Lil Uzi Vert,Lil Uzi Vert,,,,,,,,,,New Patek,Generation Now/Atlantic,4,21,5,4512170,Autumn,October,2
32,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,XXXTENTACION,,,,,,,,,,Jocelyn Flores,Bad Vibes Forever / EMPIRE,3,32,60,4341632,Autumn,October,2
33,spotify:track:4MAsYGSgxsaj73dC2lvFC4,Quavo,Quavo,,,,,,,,,,WORKIN ME,Quality Control Music/Motown Records/Capitol Records,33,98,10,4125622,Autumn,October,2
34,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Flipp Dinero,,,,,,,,,,Leave Me Alone,Cinematic/Epic/We The Best,33,35,10,4101023,Autumn,October,2
35,spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",Cardi B,Bad Bunny,J Balvin,,,,,,,,I Like It,Atlantic/KSR,3,33,28,4089157,Autumn,October,2
36,spotify:track:60SdxE8apGAxMiRrpbmLY0,"Eminem, Joyner Lucas",Eminem,Joyner Lucas,,,,,,,,,Lucky You (feat. Joyner Lucas),Aftermath,1,31,7,4053123,Autumn,October,2
37,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,"Quavo, Drake",Quavo,Drake,,,,,,,,,FLIP THE SWITCH (feat. Drake),Quality Control Music/Motown Records/Capitol Records,37,-1,1,3977385,Autumn,October,2
38,spotify:track:3wScL5W8H40zzCKN0atfBk,"Lil Wayne, Swizz Beatz",Lil Wayne,Swizz Beatz,,,,,,,,,Uproar,"Young Money Records, Inc.",4,19,3,3934816,Autumn,October,2
39,spotify:track:6CTWathupIiDs7U4InHnDA,Ella Mai,Ella Mai,,,,,,,,,,Trip,10 Summers / Interscope PS,39,57,7,3898132,Autumn,October,2
40,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",XXXTENTACION,Trippie Redd,,,,,,,,,Fuck Love (feat. Trippie Redd),Bad Vibes Forever / EMPIRE,8,38,60,3818375,Autumn,October,2
41,spotify:track:5BQrp63SHCVf4bzCzJePne,"Lil Wayne, XXXTENTACION",Lil Wayne,XXXTENTACION,,,,,,,,,Don't Cry (feat. XXXTENTACION),"Young Money Records, Inc.",2,16,3,3804769,Autumn,October,2
42,spotify:track:0XySogm94T51XF5F2jumXm,Juice WRLD,Juice WRLD,,,,,,,,,,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,40,26,3706610,Autumn,October,2
43,spotify:track:29tc0GbW0pTSBZSCZF3NWk,Juice WRLD,Juice WRLD,,,,,,,,,,Lean Wit Me,Juice WRLD Mixtape / ISR P&D,28,42,21,3662811,Autumn,October,2
44,spotify:track:7AFASza1mXqntmGtbxXprO,XXXTENTACION,XXXTENTACION,,,,,,,,,,changes,"Bad Vibes Forever, LLC",7,43,33,3618479,Autumn,October,2
45,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,"YG, 2 Chainz, Big Sean, Nicki Minaj",YG,2 Chainz,Big Sean,Nicki Minaj,,,,,,,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",Def Jam Recordings,24,37,21,3553564,Autumn,October,2
46,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Post Malone,Ty Dolla $ign,,,,,,,,,Psycho (feat. Ty Dolla $ign),Republic Records,2,48,34,3553357,Autumn,October,2
47,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,5 Seconds of Summer,,,,,,,,,,Youngblood,Capitol,17,50,27,3460988,Autumn,October,2
48,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",Post Malone,21 Savage,,,,,,,,,rockstar (feat. 21 Savage),Republic Records,1,53,57,3425965,Autumn,October,2
49,spotify:track:5qHirGR7M9tdm6C17DlzSY,Amine,Amine,,,,,,,,,,REEL IT IN,Republic Records,49,58,6,3407431,Autumn,October,2
50,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,Drake,,,,,,,,,,God's Plan,Cash Money/Drake LP6,1,52,39,3329209,Autumn,October,2
51,spotify:track:4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,Imagine Dragons,,,,,,,,,,Natural,Kid Ina Korner / Interscope,28,49,13,3219326,Autumn,October,2
52,spotify:track:74iZuPGwyL33VlTr6jTnab,Lady Gaga,Lady Gaga,,,,,,,,,,Always Remember Us This Way,A Star is Born OST,52,147,2,3206117,Autumn,October,2
53,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,"Maroon 5, Cardi B",Maroon 5,Cardi B,,,,,,,,,Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,8,62,20,3152796,Autumn,October,2
54,spotify:track:7wBJfHzpfI3032CSD7CE2m,Travis Scott,Travis Scott,,,,,,,,,,STARGAZING,Cactus Jack / Epic / Grand Hustle,3,54,11,3143640,Autumn,October,2
55,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,Post Malone,,,,,,,,,,I Fall Apart,Universal Records,2,65,57,3106517,Autumn,October,2
56,spotify:track:4VUwkH455At9kENOfzTqmF,"Bazzi, Camila Cabello",Bazzi,Camila Cabello,,,,,,,,,Beautiful (feat. Camila Cabello),iamcosmic,30,64,11,3049778,Autumn,October,2
57,spotify:track:69PkhA9q3xCWU2CzoZnLAu,"Quavo, Lil Baby",Quavo,Lil Baby,,,,,,,,,LOSE IT (feat. Lil Baby),Quality Control Music/Motown Records/Capitol Records,57,-1,1,3031573,Autumn,October,2
58,spotify:track:5nzhL67GpF9szXWg5y509A,Lil Baby,Lil Baby,,,,,,,,,,Close Friends (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",39,39,2,3009755,Autumn,October,2
59,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Eminem,Eminem,,,,,,,,,,Killshot,Aftermath,22,44,4,3002861,Autumn,October,2
60,spotify:track:0UyljEbX9dqI1K0sqdv6B6,Joji,Joji,,,,,,,,,,SLOW DANCING IN THE DARK,88rising Music/Warner Records,29,59,5,2974553,Autumn,October,2
